Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF
42-317417930000,STRAIN 20 UNIT 2 2077JH,EXXON,MARTIN,JO MILL,12/31/2019,10354,503654,14531689,,48.6,1403,0.7,253,663,433.3,0.082,0.485087957,7794,1.6
42-383404150000,UNIVERSITY 9 2701WC,SEQUITUR,REAGAN,WOLFCAMP C,6/11/2019,8251,399400,20713452,,48.4,2510,1.2,417,602,960,0.05,0.510855043,8710.2,1.5
42-227397940000,BOW TIE 41-44 3AH,LAREDO,HOWARD,LOWER SPRABERRY,1/11/2020,7167,366930,14550045,,51.2,2030,0.9,310,288,301.3,0.072,0.227260234,7699.3,1.6
42-227398270000,HAMLIN UNIT 15-22 2AH,SURGE OPERATING,HOWARD,WOLFCAMP A,6/20/2019,6561,252994,14189658,,38.6,2163,1.3,318,957,391.5,0.079,0.273641214,7928.2,1.6
42-329429550000,JOHN BRAUN A UNIT 1 0123SH,EXXON,MIDLAND,LOWER SPRABERRY,8/13/2019,7680,437759,10399307,,57,1354,0.6,367,,394.2,0.058,0.218850168,8984.5,1.5
42-003479420000,MABEE DDA D5 2903JH,CONOCOPHILLIPS,ANDREWS,JO MILL,9/26/2019,10610,418085,19620155,,39.4,1849,1.1,290,603,361.4,0.049,0.374061698,8907,1.6
42-329430510000,CARMANITA 06LS,SUMMIT PETROLEUM,MIDLAND,LOWER SPRABERRY,1/20/2020,10055,0,0,,,,,254,384,354.5,0.058,0.241755741,9024.8,1.5
42-173380660000,COLT 45 15LL,CROWNQUEST,GLASSCOCK,LOWER SPRABERRY,11/5/2019,10200,0,0,,,,,930,12216,394.1,0.057,0.222173437,8099.6,1.6
42-227399820000,FLENDERSON 4421LS,SM ENERGY,HOWARD,LOWER SPRABERRY,10/24/2019,10355,532527,19557836,,51.4,1889,0.9,279,2817,375.8,0.059,0.243348354,7595.1,1.6
42-461410800000,AMACKER 66B 6607BH,CONOCOPHILLIPS,UPTON,WOLFCAMP B,1/16/2020,15352,725148,31200104,,47.2,2032,1,527,2716,220.8,0.045,0.16755388,9043.1,1.4
42-173380990000,CALVERLEY-LANE 50 105HA,"VENCER ENERGY, LLC",GLASSCOCK,WOLFCAMP A,9/2/2019,7616,360012,11840856,,47.3,1555,0.8,316,774,495.9,0.073,0.135965392,8525,1.6
42-227400080000,MCCRARY 19G 1HK,OVINTIV,HOWARD,WOLFCAMP A,5/25/2019,7751,392736,14041017,,50.7,1812,0.9,472,736,367.3,0.063,0.182899171,7787.3,1.6
42-227400100000,SHROYER-WILSON UNIT B 23-14 7SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,8/22/2019,6799,231785,12771176,,34.1,1878,1.3,330,640,306.5,0.079,0.234355451,7469.2,1.6
42-317421150000,CASSIDY UNIT 1 3003BH,EXXON,MARTIN,WOLFCAMP B,9/24/2020,10313,546170,15914367,,53,1543,0.7,,,206.4,0.086,0.34274303,8841.7,1.6
42-317421090000,CASSIDY UNIT 1 3072JH,EXXON,MARTIN,JO MILL,11/4/2020,10322,472195,14838317,,45.7,1438,0.8,,,430.8,0.085,0.473222283,7827,1.6
42-317421200000,VLT SAKO KODIAK UNIT 0052WA,CHEVRON,MARTIN,WOLFCAMP A,1/8/2020,10051,607848,24131229,,60.5,2401,1,847,325,240,0.073,0.176935881,8387.8,1.6
42-317420560000,KENTEX-HARRISON 35A 1H,PIONEER,MARTIN,WOLFCAMP A,3/16/2021,10051,498552,17132432,,49.6,1705,0.8,,,313.4,0.062,0.186192896,8346.7,1.6
42-227400270000,BALBOA B 4525LS,SM ENERGY,HOWARD,LOWER SPRABERRY,10/18/2019,12935,591087,24263670,,45.7,1876,1,392,2411,397.5,0.063,0.246977659,7455.5,1.6
42-317421510000,TOE NAIL E 5LM,CROWNQUEST,MARTIN,LOWER SPRABERRY,2/1/2020,10174,370505,19598159,,36.4,1926,1.3,240,736,540,0.081,0.245724413,8678.2,1.6
42-329431770000,TXL 21 UNIT 1 1601BH,EXXON,MIDLAND,WOLFCAMP B,2/25/2020,10364,555461,17396882,,53.6,1679,0.8,364,1019,194.6,0.071,0.265225756,9773,1.5
42-173381280000,ZANT 2324 2304BH,EXXON,GLASSCOCK,WOLFCAMP A,4/23/2020,7759,382342,13073543,,49.3,1685,0.8,,,357.6,0.059,0.13660745,8762.1,1.6
42-383405660000,WATKINS-BURKITT 1204E 9H,PIONEER,REAGAN,WOLFCAMP A,8/22/2019,7172,348622,14315197,,48.6,1996,1,279,829,400.4,0.066,0.099013273,8120.2,1.5
42-329433440000,MIDKIFF 43-06 0627 0607BH,EXXON,MIDLAND,WOLFCAMP B,8/6/2020,8403,472463,14062128,,56.2,1673,0.7,,,345.8,0.073,0.464685491,9733.2,1.5
42-329433600000,RIO WICHITA 15-10 D 242,ENDEAVOR,MIDLAND,WOLFCAMP B,4/30/2020,9925,433080,15841203,,43.6,1596,0.9,560,3680,155.4,0.075,0.121484162,9687.8,1.5
42-317422500000,BESSIE 44-41 (ALLOC-1NH) 5LB,DIAMONDBACK,MARTIN,WOLFCAMP B,1/17/2020,10363,548064,20726021,,52.9,2000,0.9,664,,255,0.063,0.267864149,9085,1.6
42-461411770000,BROOK A-5E 8H,PIONEER,UPTON,WOLFCAMP A,2/10/2020,10022,464500,20099009,,46.3,2005,1,867,1240,356.1,0.075,0.044783189,8504.8,1.4
42-461412000000,HIRSCH E 29-17-B 4304H,PIONEER,UPTON,WOLFCAMP B,12/9/2020,8312,472930,15335389,,56.9,1845,0.8,,,237.3,0.077,0.246267832,9532.9,1.4
42-227401940000,SUNRISE STUDLEY 29-17 E 6WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,7/1/2020,12672,568790,33700813,,44.9,2659,1.4,,,394.1,0.071,0.325313288,8012.2,1.6
42-317424040000,HNE 249U 12HC,OVINTIV,MARTIN,MIDDLE SPRABERRY,11/7/2019,8213,414393,14910348,,50.5,1815,0.9,477,1506,246.9,0.063,0.173148894,8601.1,1.7
42-317424400000,GEORGE WASHINGTON WOLCOTT (AJ) 5LB,DIAMONDBACK,MARTIN,WOLFCAMP B,9/24/2020,7816,490865,20569807,,62.8,2632,1,,,176.6,0.08,0.210096164,9813.3,1.7
42-317424620000,DARK STAR UNIT 1 2113AH,EXXON,MARTIN,WOLFCAMP A,5/13/2021,10363,433607,17680200,,41.8,1706,1,,,280,0.06,0.190290939,8532.8,1.7
42-317424270000,SALE RANCH W13B 402H,PIONEER,MARTIN,JO MILL,9/21/2020,9782,367784,13733548,,37.6,1404,0.9,,,331.4,0.085,0.548465739,8353.9,1.7
42-329435790000,TURNER EC43I 209H,PIONEER,MIDLAND,WOLFCAMP A,12/24/2020,10022,464144,16879375,,46.3,1684,0.9,,,305.4,0.064,0.125093153,8920.8,1.5
42-003481590000,UNIVERSITY 7-7A 1H,PIONEER,ANDREWS,LOWER SPRABERRY,6/15/2020,10182,523989,30528970,,51.5,2998,1.4,,,319.4,0.07,0.158152491,9587.8,1.6
42-173382250000,LACY CREEK 34-27 (ALLOC-F) 6NC,LAREDO,GLASSCOCK,WOLFCAMP D,2/2/2020,10103,568794,23773137,,56.3,2353,1,283,3280,306.2,0.04,0.320482637,9168.9,1.6
42-329438110000,RIO LLANO 11-10 G 172,ENDEAVOR,MIDLAND,LOWER SPRABERRY,10/24/2020,10286,462126,16581983,,44.9,1612,0.9,,,445.7,0.057,0.157651443,9114.6,1.5
42-383407920000,DRIVER 27 21H,PIONEER,REAGAN,WOLFCAMP A,3/21/2021,9982,450374,17008405,,45.1,1704,0.9,,,321.2,0.081,0.148714042,8344.5,1.5
42-383407910000,DRIVER 27 14H,PIONEER,REAGAN,WOLFCAMP B,3/25/2021,10022,500228,17080764,,49.9,1704,0.8,,,260.8,0.089,0.514793092,8895.8,1.5
42-317426580000,WALKER 14-11 (ALLOC-6NH) 11LB,DIAMONDBACK,MARTIN,WOLFCAMP B,1/26/2021,7638,457240,19216624,,59.9,2516,1,,,205.5,0.083,0.338624013,9212.4,1.7
42-329438560000,ST 4043MS,DIAMONDBACK,MIDLAND,MIDDLE SPRABERRY,7/25/2020,10442,0,0,,,,,,,342.9,0.088,0.124553952,8651.4,1.5
42-329441030000,CMC TIGER UNIT 0262WA,CHEVRON,MIDLAND,WOLFCAMP A,9/17/2020,10226,0,0,,,,,,,334.1,0.07,0.113068476,9537.8,1.5
42-317430350000,HOLT RANCH 21-10 (ALLOC-3NH) 11MM,DIAMONDBACK,MARTIN,JO MILL,4/24/2021,10883,459512,19210479,,42.2,1765,1,,,406.6,0.068,0.309131618,8600.8,1.7
42-227406840000,BULLFROG 47 SW UNIT 8LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,3/7/2021,10291,389167,18338679,,37.8,1782,1.1,,,365.3,0.056,0.175772202,7978.8,1.4
42-461415200000,PEARL 11-30 B 13BL,HENRY RESOURCES LLC,UPTON,WOLFCAMP B,1/28/2021,10090,694409,30294109,,68.8,3002,1,,,233.1,0.055,0.23405053,9398.4,1.4
42-317430830000,JIM TOM 30C 3H,PIONEER,MARTIN,WOLFCAMP A,3/1/2021,10071,505197,17098247,,50.2,1698,0.8,,,228.9,0.077,0.136821961,8569,1.7
42-383408960000,CIDER B 203-226 2H,RP OPERATING,REAGAN,WOLFCAMP B,1/13/2021,9963,773094,22149343,,77.6,2223,0.7,,,435.6,0.061,0.292602632,7523.4,1.5
42-227386030000,WARD 17F 1706G,OVINTIV,HOWARD,DEAN,12/15/2015,7346,230727,13378678,,31.4,1821,1.4,271,615,152.3,0.061,0.426317505,7731.8,1.6
42-173372950000,PECOS SN 43-31 03 103H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,5/9/2017,7454,355694,8226882,,47.7,1104,0.6,170,1864,275.6,0.062,0.059555412,7577.1,1.6
42-173373720000,POWELL 1720 1H,OCCIDENTAL,GLASSCOCK,LOWER SPRABERRY,7/31/2016,7142,392925,12949508,,55,1813,0.8,,,349.9,0.045,0.22648735,7774.7,1.6
42-173375190000,TOM-FOWLER 42N 14H,PIONEER,GLASSCOCK,WOLFCAMP B,12/29/2017,9974,410009,20182280,,41.1,2023,1.2,290,859,238.1,0.074,0.357765379,8762,1.6
42-227388100000,FRYAR UNIT A 13-12 2AH,SURGE OPERATING,HOWARD,WOLFCAMP A,9/28/2016,6816,253170,12761841,,37.1,1872,1.2,208,327,352.9,0.085,0.21535271,7820.6,1.6
42-227389620000,WYNDHAM A2 2AH,CALLON,HOWARD,WOLFCAMP A,6/28/2017,9049,502687,18370825,,55.6,2030,0.9,442,588,400.9,0.062,0.270007528,7605.5,1.6
42-317404660000,CAMPBELL WEST SN 134-321 01 801H,DIAMONDBACK,MARTIN,JO MILL,4/14/2017,10472,491790,18845504,,47,1800,0.9,364,800,416.5,0.069,0.349678517,8781.3,1.4
42-329406170000,"HUTT, DONALD L.'C' 2110H",PIONEER,MIDLAND,WOLFCAMP A,10/31/2016,7102,303579,9102777,,42.7,1282,0.7,322,689,378.6,0.069,0.138885865,9176.5,1.7
42-317403950000,HOLT RANCH NW 0601H,OVINTIV,MARTIN,MIDDLE SPRABERRY,6/8/2016,7702,372288,12063770,,48.3,1566,0.8,673,659,250.7,0.06,0.154353172,8759.9,1.4
42-317406680000,COLE 36-2406 AL 1 N 16BL,DIAMONDBACK,MARTIN,WOLFCAMP B,6/10/2017,7214,271749,13020822,,37.7,1805,1.1,149,,190,0.069,0.293901741,9639,2
42-329409630000,LHS RANCH 27-21 ALLOCATION 2107 2107BH,EXXON,MIDLAND,WOLFCAMP B,10/16/2018,10312,634503,17742428,,61.5,1721,0.7,266,2318,253.1,0.072,0.316191555,9486,1.5
42-329413890000,RIO FRIO 25-32SL UNIT 2 7LB,ENDEAVOR,MIDLAND,WOLFCAMP A,7/28/2017,13775,318334,12285318,,23.1,892,0.9,313,1268,307.3,0.059,0.135191384,9377.4,1.5
42-329414030000,ISBELL HORIZONTAL UNIT 114H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,11/14/2018,4335,174730,8965874,,40.3,2068,1.2,162,352,348.3,0.062,0.24270788,8916.1,1.5
42-329410930000,SCHARBAUER C 36/37 A 3621H,CHEVRON,MIDLAND,WOLFCAMP B,5/24/2017,6580,325252,13201380,,49.4,2006,1,306,414,181.3,0.044,0.05370288,9585.1,1.5
42-383397770000,KATHRYN '43-42' 4307H,PIONEER,REAGAN,WOLFCAMP A,10/29/2017,10418,456693,16804769,,43.8,1613,0.9,527,2351,435.9,0.068,0.051057684,8863.8,1.5
42-317391080000,SCHARBAUER RANCH 210H,PIONEER,MARTIN,WOLFCAMP B,6/6/2014,8282,256829,9983761,,31,1205,0.9,258,186,270.6,0.077,0.193257151,10008.9,1.4
42-383378730000,UNIVTARA 6021H,ZARVONA ENERGY,REAGAN,WOLFCAMP B,10/4/2012,4874,152223,6041000,,31.2,1239,0.9,107,192,199.6,0.07,0.181886259,7773.3,1.5
42-461385910000,DORCUS 3035H,SM ENERGY,UPTON,WOLFCAMP B,6/19/2013,4960,209153,7096295,,42.2,1431,0.8,294,953,117.9,0.06,0.042718269,9705.8,1.5
42-329392570000,GRIDIRON S002LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,10/18/2014,9064,404185,8262149,,44.6,912,0.5,723,1021,351.5,0.067,0.232400635,9179.3,1.7
42-329389290000,PEGASUS FIELD UNIT 3 818H,CONOCOPHILLIPS,MIDLAND,WOLFCAMP B,3/13/2014,4720,156689,9164360,,33.2,1942,1.4,292,1479,173.2,0.064,0.056027861,9512.2,1.7
42-383388860001,UNIVERSITY CENTRAL 1135BH,RRP OPERATING LLC,REAGAN,WOLFCAMP B,1/20/2017,7726,363990,15786886,,47.1,2043,1,,,0,0,0,7528.5,1.5
42-461394710000,WANDA 532H,CONOCOPHILLIPS,UPTON,LOWER SPRABERRY,1/13/2015,7500,367129,13552245,,49,1807,0.9,,,363.8,0.058,0.152330454,8635.1,1.5
42-329390650000,"O DANIEL, E. T. 31H",PIONEER,MIDLAND,WOLFCAMP B,11/22/2014,9392,215201,10788446,,22.9,1149,1.2,363,652,343.9,0.081,0.32907393,8960.2,1.7
42-173371330000,ANGELINA SN 33-28 07 107H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,12/31/2015,7239,0,0,,,,,222,,262.4,0.052,0.134842614,7349,1.6
42-383395740000,MARCO 1603BL 1H,OCCIDENTAL,REAGAN,WOLFCAMP B,3/20/2017,6792,373427,12806378,,55,1886,0.8,254,1586,278.1,0.071,0.457808003,8917.8,1.5
42-383396450000,UNIVERSITY CENTRAL 0824LH,RRP OPERATING LLC,REAGAN,WOLFCAMP A,11/7/2016,8572,382202,18318085,,44.6,2137,1.1,235,112,312.5,0.066,0.129573963,7736.4,1.5
42-461395000000,PEMBROOK X-1 4H,PIONEER,UPTON,WOLFCAMP B,2/6/2015,9912,228587,10041372,,23.1,1013,1.1,222,883,265.8,0.074,0.26691205,9440.8,1.5
42-383390400000,SRH NORTH 1628HA,APACHE,REAGAN,WOLFCAMP A,7/22/2015,6518,481906,13820762,,73.9,2120,0.7,188,1018,334.1,0.07,0.079347163,7526.5,1.5
42-461402900000,FRANKLIN 22B AND 22 4407H,PIONEER,UPTON,WOLFCAMP B,5/25/2016,4340,240890,7277483,,55.5,1677,0.7,231,746,203.7,0.061,0.206789174,9777.8,1.5
42-461403870000,KAREN P1 UNIT 5118BC,CONOCOPHILLIPS,UPTON,WOLFCAMP B,2/9/2018,10412,505511,20773069,,48.6,1995,1,284,1237,225.2,0.036,0.184688577,9470.3,1.5
42-461402830000,CHRISTY B 04LS,SUMMIT PETROLEUM,UPTON,LOWER SPRABERRY,11/9/2016,9253,390192,17657798,,42.2,1908,1.1,558,1546,370.1,0.056,0.215240862,9044.9,1.5
42-383383680000,SUGG E 208-207 (ALLOC-F) 6NM,LAREDO,REAGAN,WOLFCAMP B,12/20/2013,7282,236419,8034846,,32.5,1103,0.8,256,1449,241.8,0.061,0.267048245,8036.8,1.5
42-383383310000,SUGG B131-130 (ALLOC-B) 2NM,LAREDO,REAGAN,WOLFCAMP B,9/4/2013,7498,246859,10003604,,32.9,1334,1,297,,335.8,0.058,0.268399959,7679.4,1.5
42-461400560000,LATZEL 34 1HU,APACHE,UPTON,WOLFCAMP A,8/9/2015,4981,99935,14729999,,20.1,2957,3.5,214,379,319.2,0.082,0.04312478,9144.9,1.5
42-135429160000,RATLIFF A 2904LS,CONOCOPHILLIPS,ECTOR,WOLFCAMP A,5/22/2014,8298,295117,10420540,,35.6,1256,0.8,340,333,256.3,0.057,0.119504233,9260.2,1.6
42-329394660000,ST 4108H,DIAMONDBACK,MIDLAND,WOLFCAMP A,2/15/2015,4978,224989,6542559,,45.2,1314,0.7,110,325,283.7,0.059,0.098373717,9860.3,1.7
42-173371380000,CLARK 12 12A 1201H,OVINTIV,GLASSCOCK,WOLFCAMP A,9/7/2015,9747,417826,11636903,,42.9,1194,0.7,821,694,281.7,0.064,0.207288509,8039.6,1.6
42-317402670000,SALE RANCH 24F 6H,PIONEER,MARTIN,WOLFCAMP B,1/11/2016,7218,233617,10130438,,32.4,1403,1,458,2266,186.9,0.058,0.266997141,9406.9,1.4
42-317392750000,SCHARBAUER RANCH 301H,PIONEER,MARTIN,WOLFCAMP B,10/17/2014,8978,191394,10217241,,21.3,1138,1.3,277,326,143.8,0.064,0.411301984,9946.5,1.4
42-329385000000,ST W 4301H,DIAMONDBACK,MIDLAND,WOLFCAMP B,5/4/2013,7141,240650,8722079,,33.7,1221,0.9,243,419,84.3,0.051,0.462372989,9883.8,1.7
42-329390830000,"O DANIEL, E. T. 24H",PIONEER,MIDLAND,WOLFCAMP D,10/4/2014,9800,266776,10125258,,27.2,1033,0.9,695,1204,327.3,0.07,0.466873696,10124.7,1.7
42-173364990000,BRAZOS SN 17-8 05 205H,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,2/6/2015,6068,198994,7482266,,32.8,1233,0.9,92,1906,410.2,0.074,0.395474117,8116.7,1.6
42-173372400000,LPI-COX 21-16 (ALLOC-D) 4NU,LAREDO,GLASSCOCK,WOLFCAMP A,4/5/2016,9893,435693,13890707,,44,1404,0.8,316,3306,364.1,0.054,0.108775307,7418.8,1.6
42-329400740000,LHS RANCH 27-22 ALLOCATION 2208 2208BH,EXXON,MIDLAND,WOLFCAMP B,4/25/2016,7684,271127,8742738,,35.3,1138,0.8,225,1941,162,0.059,0.405256631,9507.4,1.7
42-173361970000,SAN SABA SN 37-36 04 204H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,8/31/2014,7989,269481,8015666,,33.7,1003,0.7,140,385,338.7,0.063,0.047198005,7681.2,1.6
42-317393890000,DOROTHY FAYE-K- 4H,OVINTIV,MARTIN,WOLFCAMP D,5/25/2014,7180,65620,1486265,,9.1,207,0.5,135,250,444.7,0.047,0.426928856,11046.8,1.4
42-317401620000,NAIL UNIT 1 3101AH,EXXON,MARTIN,WOLFCAMP B,12/11/2015,6904,0,0,,,,,227,465,162.2,0.062,0.254694937,9415.3,1.4
42-227385910000,WHITAKER 39-46 WEST 1LS,SURGE OPERATING,HOWARD,LOWER SPRABERRY,1/25/2016,6826,269682,0,,39.5,0,0,402,528,355,0.069,0.200335293,7776.1,1.6
42-383395010000,MERCHANT 1414B,OCCIDENTAL,REAGAN,WOLFCAMP B,5/18/2017,8370,551004,14932806,,65.8,1784,0.7,315,2481,260.7,0.075,0.306939169,8621.4,1.5
42-383396300000,D SCHAEFER OU 15-47 (ALLOC-E) 5RU,LAREDO,REAGAN,WOLFCAMP A,6/26/2016,10113,585472,18911062,,57.9,1870,0.8,374,1280,410,0.064,0.050612203,7833.7,1.5
42-383397600000,AMERIGO 902B 1H,OCCIDENTAL,REAGAN,WOLFCAMP B,9/7/2017,10021,497932,11717021,,49.7,1169,0.6,223,3251,255.1,0.08,0.29663332,8735.9,1.5
42-461396130000,XBC GIDDINGS ESTATE 4096H,PIONEER,UPTON,WOLFCAMP A,3/24/2015,7147,140066,7625903,,19.6,1067,1.3,240,558,364.3,0.075,0.048451485,9182.6,1.5
42-329391670000,SPANISH TRAIL HZ UNIT 217LS,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,8/16/2014,6791,254674,9991526,,37.5,1471,0.9,175,178,345.2,0.065,0.233704519,9222.9,1.7
42-317403260000,SCHARBAUER RANCH 3203H,PIONEER,MARTIN,LOWER SPRABERRY,7/29/2016,8887,400182,12653946,,45,1424,0.8,331,619,369,0.082,0.202008375,9358.2,1.4
42-329385210000,DORA ROBERTS RANCH UNIT 4510H,OCCIDENTAL,MIDLAND,WOLFCAMP B,8/9/2013,2912,55509,1952126,,19.1,670,0.8,106,569,150.6,0.059,0.096442823,9550.9,1.7
42-329394840000,GRIDIRON S018WB,DIAMONDBACK,MIDLAND,WOLFCAMP B,1/17/2015,9166,422747,12098044,,46.1,1320,0.7,381,645,109.8,0.082,0.139284664,9861.8,1.7
42-461393630000,"UNIVERSITY ""3-14"" 15H",PIONEER,UPTON,WOLFCAMP B,10/21/2014,5967,71171,2245540,,11.9,376,0.8,185,596,291.6,0.074,0.233414349,8738.3,1.5
42-461402310000,KENNETT 29-41 1H,ENDEAVOR,UPTON,WOLFCAMP B,7/26/2016,7102,256228,10244092,,36.1,1442,1,643,1430,295,0.083,0.325261847,9291.4,1.5
42-329406470000,TRAILAND A UNIT 3905WA,DIAMONDBACK,MIDLAND,WOLFCAMP A,8/31/2016,7441,342921,12442977,,46.1,1672,0.9,351,771,267.1,0.052,0.088263486,9536.3,1.7
42-329399820000,"HUTT, DONALD L. FEE 1505H",PIONEER,MIDLAND,WOLFCAMP B,7/25/2015,9811,276640,12048913,,28.2,1228,1,248,1263,270.7,0.076,0.234622614,9456.4,1.7
42-329395890000,NOBLES 5H,EXXON,MIDLAND,WOLFCAMP B,2/25/2015,9472,377096,10735337,,39.8,1133,0.7,186,546,152,0.075,0.142469215,9849.7,1.7
42-383379980000,UNIVERSITY 47-48 1807H,FDL,REAGAN,WOLFCAMP B,9/20/2013,6113,201533,10083066,,33,1649,1.2,89,1426,336.8,0.067,0.200561914,6929.6,1.5
42-383395160000,KATHRYN '41-32' 4409H,PIONEER,REAGAN,WOLFCAMP B,2/10/2016,10446,470100,19053349,,45,1824,1,372,917,277.4,0.066,0.330264166,9174.5,1.5
42-383382180000,UNIVERSITY 10 2806H,FDL,REAGAN,WOLFCAMP B,3/26/2014,7143,163301,6033441,,22.9,845,0.9,115,,326.9,0.063,0.262427055,7824.7,1.5
42-317398910000,GLASS RANCH D (SL) 204H,PIONEER,MARTIN,WOLFCAMP B,5/17/2015,9675,329156,10884242,,34,1125,0.8,203,277,147.1,0.064,0.228031741,9612,1.4
42-383385160000,SRH NORTH 1337HL,APACHE,REAGAN,WOLFCAMP C,7/22/2014,7370,321459,14354727,,43.6,1948,1.1,78,445,1010.5,0.046,0.455031886,8738.2,1.5
42-329385760000,"HUTT, DONALD L.'C' 3H",PIONEER,MIDLAND,WOLFCAMP B,9/2/2013,7142,79207,2288339,,11.1,320,0.7,597,728,194.6,0.074,0.217142838,9561.2,1.7
42-461397890000,LILLIE MIDKIFF 5 4417AH,EXXON,UPTON,WOLFCAMP A,10/10/2015,9407,367943,10479772,,39.1,1114,0.7,368,,336.4,0.073,0.076477399,9214.5,1.5
42-383375940000,UNIVERSITY 9 2803LH,SEQUITUR,REAGAN,WOLFCAMP B,8/21/2012,7691,174580,8946642,,22.7,1163,1.2,137,38,355.4,0.061,0.290005506,8280.3,1.5
42-173372860000,TARGET D 3904WB,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,7/21/2016,10081,431530,16199853,,42.8,1607,0.9,371,3243,255.3,0.076,0.334401112,8735.9,1.6
42-329392950000,DICKENSON SN 20-17 05 105H,DIAMONDBACK,MIDLAND,WOLFCAMP A,11/16/2014,5825,203511,7065323,,34.9,1213,0.8,335,460,231.2,0.062,0.20781816,9062.2,1.7
42-383381510000,UNIVERSITY 09 0913H,FDL,REAGAN,WOLFCAMP B,12/1/2014,9505,293557,17524548,,30.9,1844,1.4,235,2741,338.6,0.061,0.390105091,8618,1.5
42-329389220000,DORA ROBERTS RANCH UNIT 2818H,OCCIDENTAL,MIDLAND,WOLFCAMP B,1/3/2014,6390,134551,5845127,,21.1,915,1,203,287,178.8,0.048,0.089655691,9611.8,1.7
42-383388200000,SUGG-D- 1067SU,LAREDO,REAGAN,WOLFCAMP A,8/15/2014,6580,71877,7480368,,10.9,1137,2.5,191,1655,253.2,0.056,0.038939571,7150.2,1.5
42-317402110000,SOUTH CURTIS RANCH 2360SH,OCCIDENTAL,MARTIN,LOWER SPRABERRY,12/13/2015,8702,283221,13384162,,32.5,1538,1.1,453,532,355.4,0.064,0.25460355,9102.4,1.4
42-383381900000,SUGG-A- 1433HU,LAREDO,REAGAN,WOLFCAMP A,6/6/2013,6660,0,0,,,,,155,3222,282.3,0.066,0.062159312,7599.9,1.5
42-461395990000,PEMBROOK D-29 1H,PIONEER,UPTON,WOLFCAMP B,5/2/2015,9864,367411,10922732,,37.2,1107,0.7,748,848,264.6,0.07,0.26579774,9335.9,1.5
42-383377540000,UNIVERSITY 9 'A' 1102H,SEQUITUR,REAGAN,WOLFCAMP B,12/2/2012,7770,171363,9866236,,22.1,1270,1.4,178,354,358.7,0.06,0.329855497,8205.2,1.5
42-383391630000,SRH-A- 1105SM,LAREDO,REAGAN,WOLFCAMP B,8/15/2015,5574,183327,6106060,,32.9,1095,0.8,38,,264.5,0.056,0.29995913,7969.3,1.5
42-227389860000,ADAMS 43-6 A 601MS,DIAMONDBACK,HOWARD,MIDDLE SPRABERRY,9/16/2017,8822,439127,15833342,,49.8,1795,0.9,667,381,234.3,0.155,0.131498706,7125.1,1.6
42-227389920000,FRYAR UNIT B 13-12 6SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,5/7/2017,6434,0,13137735,,,,,181,1153,300.2,0.074,0.229936293,7466,1.6
42-329414940000,MCCLINTIC-MAURER 31E 5H,PIONEER,MIDLAND,WOLFCAMP A,8/26/2018,8822,392494,25764539,,44.5,2920,1.6,536,2106,261.3,0.072,0.109368733,8722.4,1.5
42-329415160000,PEGASUS FIELD UNIT 3 1008LH,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,2/20/2018,10320,502581,20679668,,48.7,2004,1,642,4064,399.4,0.056,0.211850754,8853.5,1.5
42-317406960000,COLE 36-2406 AL 9 N 16MB,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,9/26/2017,6985,217380,10045395,,31.1,1438,1.1,168,542,242.5,0.051,0.187125936,8133.4,2
42-329415870000,"SCHROCK, W.M. 2326 4HM",APACHE,MIDLAND,WOLFCAMP A,4/5/2018,7611,402820,12687214,,52.9,1667,0.8,237,1471,358.5,0.072,0.121673129,8868.3,1.5
42-317408070000,STRAIN RANCH 12-1 4215H,PIONEER,MARTIN,WOLFCAMP A,10/13/2017,7717,0,0,,,,,491,631,239.1,0.059,0.165637312,8849.1,2
42-317408120000,MABEE 1D 4H,PIONEER,MARTIN,WOLFCAMP B,2/7/2018,9966,444040,22976309,,44.6,2305,1.2,576,673,106.5,0.075,0.22098811,9869.8,2
42-329416840000,WTH 'H' 15-22 282,ENDEAVOR,MIDLAND,WOLFCAMP B,5/31/2018,9891,485049,15642230,,49,1581,0.8,531,801,180.2,0.074,0.261691077,9002.2,1.5
42-227391800000,GARRETT-SNELL UNIT B 36-25 6SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,2/9/2018,9256,249853,17437541,,27,1884,1.7,407,1160,340.2,0.089,0.249858165,7396.4,1.6
